Emotion,Clean_content,Sentiment
sadness,version sold regular version,Neutral
worry,dont ur anymore think,Neutral
sadness,love havnt lunch like said miss friend,Positive
happiness,friends im deeply sorry im moving miss u,Negative
worry,damn listening,Neutral
worry,omg yaya end year,Neutral
worry,miss old healthy loosing faith,Positive
worry,gon na try catch zs high school tomorrow sucks wish,Negative
worry,rawr whatnot godawful drawing night tonight progress expected,Negative
happiness,suuure,Neutral
worry,miss daily quotes dont anymore kicked mailinglist,Neutral
sadness,aches amp chills joined party couldnt cold away worse,Negative
worry,wont b hereeeeee imma b georgia im la grrrrrr,Neutral
worry,ohh sorry thats elses pic bad,Negative
worry,missed train secs yesterdaynight knijp jaap amp flashback sitting blisters know mean,Negative
worry,upppp lol work hours,Positive
sadness,bed stomach ache,Neutral
worry,aint answer thought homies,Neutral
worry,gnite fukn nite wanted sum pinga couldnt,Neutral
sadness,lappy charger completely dead conserving whats left battery afford buy new,Negative
sadness,finally accepting fact cute guys taken,Positive
worry,finally watched rest guild season feel sorry hopeful time char,Negative
sadness,bad vo got sick think amp dont meds feel like,Negative
enthusiasm,day jay leno que sad,Negative
worry,spoke keith urbans record company cant till holidays sorry jack trying mate,Negative
worry,summer glau appear dollhouse year cant believe wont renew tscc,Neutral
sadness,honza takes flight czech republic morning im going miss,Positive
worry,theres thought goldfish fair seen years,Positive
worry,thats sad thing,Negative
happiness,ah thats better snow patrol stuck indoors weekend coming fresh air excellent hope sunny,Positive
enthusiasm,good morning sexy twitter hows yall im gd like n wan na sleep,Positive
worry,oops corey saw tweet guess im getting laid tomorrow,Neutral
worry,feels disappointedmahirap talaga magsupervise ng tao,Neutral
worry,dont twitter help,Neutral
happiness,early loads suns hurrah,Positive
happiness,babes sooo fun thank making happen fun ladies time went fast,Positive
sadness,matty le tired,Negative
worry,watching patients die tonight funk young,Positive
worry,aila cyclone left house calcutta broken sunshade balcony huge branch tree bathroom window,Positive
worry,guys paranoid drop countdown thats fair iv voted heaps,Negative
sadness,good night missing little girl,Positive
sadness,nite tweeple tomorrow day work,Neutral
sadness,ahh man getting ready work wan na sleep,Positive
sadness,thinking thing love morning chats totally need live gether time lol,Positive
sadness,wish sri panwa,Neutral
worry,whats im sad didnt text today,Negative
worry,wear glasses today cos right eye swollen dont know,Positive
worry,heard moving sydney year im happy,Negative
sadness,wants listen musiq soulchild ipod,Positive
worry,half math worksheet science wb pages worksheet english feels sniffle dry eyes coming,Negative
sadness,miss seeing fireflies,Neutral
worry,chance sleeping midnight mind tired,Negative
worry,happy b home mind wanders cant sleep,Positive
worry,weebo dying,Neutral
worry,cases swine flu,Neutral
worry,hopfully quiet home cash u coming pub moz watch pups,Neutral
worry,got flat way today pot hole thing tick quotcrap things happen weekquot list,Negative
sadness,hang health priority right hate seeing good people mistreated im genuinely sorry,Negative
worry,people pathetic u know trying,Negative
happiness,little family party tonight hope rocked,Negative
worry,complicated dream,Negative
sadness,awesome time gotmeet brandon rhyder unfortunatly cant sleep n tomorrow ole job got game face,Positive
sadness,feel pain,Neutral
sadness,orw nooooooo want newcastle,Neutral
sadness,bout watch notorious cause thats im feelin wish eat cant surgery tomorrow food til saturday,Neutral
worry,meh didnt sleep aint finished im close cancel dokomi,Neutral
worry,hospitals unnerve waiting doc flipping magazines,Neutral
worry,awake migrane yey tummy hurting evil ibs,Negative
sadness,guys gon na tour short stack missed tour friend went said mad,Negative
worry,im litle oven tonight,Neutral
worry,wow im reallly ill,Negative
sadness,im going miss miss suhana,Neutral
sadness,sinks hospital toilets low crotch grey suit spattered water time physio,Negative
worry,mary hates wana walmart butno wants,Positive
worry,feeling sick,Negative
worry,face arms tragic seriously,Negative
worry,didnt send text,Neutral
worry,damnit run candy coated books,Neutral
worry,tummy hurts,Neutral
sadness,life sam texted phuture tonight,Neutral
sadness,sad leave beautiful apartment,Positive
sadness,ive trying think,Neutral
worry,sitting school sucks,Negative
worry,ew creepy followers,Negative
worry,insomniaaaaaaa night trying sleep luck work,Neutral
sadness,waiting bus miss car,Neutral
sadness,says im dreaming nikon derrr ate kuya lang huhuh,Neutral
worry,didnt reply wait till confirm case somebody translated,Neutral
sadness,kind lonely answer phone,Positive
sadness,rest peace adam amp glenn epps gone forgotten week loud da air ya,Neutral
worry,baby bros time singing school im proud old im,Positive
worry,happens models,Neutral
worry,cant find skins stacks hills wdyt,Neutral
worry,miss dont think hes coming,Neutral
sadness,worst week things happen threes,Negative
worry,tummy hurts cubs game tomgoood night,Negative
sadness,im idiot missing,Negative
worry,come perth missed,Neutral
worry,baby drunk brought home hour pass carried car,Negative
worry,vote mins im page,Neutral
worry,cant find ipod,Neutral
worry,yeahh yeah hifi lol grr dads pain said dont find cant,Positive
sadness,left left bed look,Positive
worry,finally bed packed got ta hours ready double shift work,Positive
worry,throat hurts cant sleep,Neutral
worry,pulled muscle neck morning feels like getting sore,Positive
sadness,bike trail miss j teeth hopefully vacations suck,Neutral
worry,babe,Neutral
sadness,sadly bprohibiting tweeting tonight sorry,Negative
worry,raining hair gett gay,Positive
worry,aww youre going east coast againi havent seeen,Positive
worry,feeling bad goofin knowing wasnt meeting dang im sorry amp big ol mouth,Negative
sadness,oh man yogg today worse week,Negative
worry,miss u guys prob wont b bk til august sumtime come bk anytime b ill sure let u kno,Positive
worry,poorly sick baby girl,Negative
worry,worried mr socks tonight,Neutral
worry,im straining hear hard way,Negative
sadness,unfair good rock shows happen blore pune,Positive
worry,birds oh man thats cool ampamp didnt sleep night,Negative
worry,worried reply sending sms,Neutral
worry,whered,Neutral
worry,oh good god crampsss,Positive
worry,working internet shop dont think achieve goal uploading previously set time going,Negative
happiness,miss concert tuesday id like time machine fun,Positive
worry,home early yeh work weekend happy big,Positive
sadness,cant sleep couldnt sleep night eather wabble wabble,Neutral
worry,ok hubby isnt going logging anytime soon,Positive
happiness,hahaha yeah cant twitter,Positive
sadness,stay away home india dnt hav gud wireless internet im fucked,Negative
sadness,wookei accept psn friend request,Neutral
worry,cant sound work dvd going watch mary poppins,Positive
sadness,leopold says hello,Neutral
sadness,dad tv loud creeped cuz im dodgy neighbourhood bush,Positive
sadness,cant talk remembering said good thing fucking bully nasty pieces work arrrrgrrrrrr,Negative
worry,gon na iphone,Positive
sadness,stop,Neutral
happiness,watching jay lenos nd tonight havent gone day leno like yearss,Neutral
sadness,got home downtown dead plus im kinda weather got ta work tomorrow,Negative
worry,honestly feel like im healing getting better good,Positive
worry,got ta lot work knocked project theres feature refuses work right cant release version,Positive
worry,tiiiired cant sleep,Neutral
sadness,yesterday friend thrown horse lorry drove past ignoring signaling slow,Negative
worry,sleeping im work summer break soon tell butts bed lol,Positive
sadness,ready work bothered,Positive
sadness,hate working nights cos im able enjoy gorgeous weather asleep,Positive
enthusiasm,want candy,Neutral
worry,insomniac,Neutral
sadness,stop relying family going lunch,Positive
sadness,changed hairstylebut isnt good supposed n dont wealth money hate hairdresser,Positive
worry,lost mx way,Neutral
worry,computers ethernet school slow,Negative
sadness,know right,Positive
worry,wish people leave jon amp kate like,Positive
sadness,yup sad eh betty man betty,Negative
worry,bad headache getting worse minute better,Negative
worry,work lunch lot work help,Neutral
sadness,pol song new album missing udd,Negative
sadness,tired summer,Negative
sadness,feels sick,Negative
worry,hard time falling asleep,Negative
worry,hacked emails fuck,Negative
sadness,pfftt wish dont time,Neutral
enthusiasm,dying hands diagnosis murder dvd boxset pesky kids amazon wont deliver zimbabwe,Neutral
worry,noones talking anymore,Neutral
happiness,ive haha,Positive
sadness,mom asking im feeling better dargah visit dad swears sees quotchangequot amused yeah depressed,Positive
sadness,songs want cry,Neutral
sadness,aww dont cry ashley,Positive
worry,sigh sad lonely profession,Negative
worry,looks like eprocurement email address office mate blacklisted asking whitelist,Neutral
sadness,siblings left bored,Negative
worry,wow slept dolidh wake,Positive
worry,public cant follow,Neutral
happiness,biggest headache right washed hair wif mums shampoo gross like shampoo way better,Positive
sadness,bus hour late crappy alarm clock leeuwarden,Negative
worry,ok deleted messages hope dont come,Positive
worry,im hear ya dude cant,Neutral
worry,boo rabbits pisses people know,Neutral
sadness,wish grandmother taken,Neutral
sadness,heard regina girls song les deux think u shouldhave come mc miss u,Neutral
sadness,bummed didnt manchester orchestra bc sold spent night buying tv shows itunes lame,Negative
sadness,thats day watching panthers tonight beat saints fingers crossed cause qld teams playing round,Negative
worry,walmart opening store amritsar tomorrow placesthe horrorhoping limited wholesale,Positive
sadness,cant weekend sorry steph working,Negative
worry,ive sore throat monday morning im sick hurtin want freakin sleep,Negative
worry,gha work hopefully traffic cleared time,Neutral
happiness,heading home yay going buy needed bottle wine drink dinner wallet mia wine tonight,Positive
sadness,got home im effin sad,Negative
sadness,cheer lizzi b foh hero concert suppose b upset xoxoxo,Neutral
enthusiasm,discovered shortcoming gravity use twitpic integrated doesnt subtract pic url character limit,Neutral
worry,lol thats worrying,Positive
sadness,sadly doesnt hopeful american doll posse blah vacant dynamic,Negative
worry,tried talkingvoice died end sentence annpyimg thing id feel fine day playing hits,Positive
sadness,thats miserable afterparty report,Negative
worry,going die study overload weekend homework paying work interrupt im screwed,Positive
